Depmap ID,Expression Public 23Q4,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-000513,4.7718855785153655,SNU1272,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000514,4.558267634055736,NCIH1092,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000515,6.773205156985566,HCC33,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000516,5.539158811108031,CAL78,Chondrosarcoma,Bone,Chondrosarcoma
ACH-000517,4.858478390423273,SNU410,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000518,5.912889336229962,CAL33,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000519,5.623515741490549,PEER,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000520,2.6205864104518777,59M,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000521,5.568640195419223,NCIH2030,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000522,5.300489844363109,UMUC3,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000523,6.683556107495676,NCIH1184,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000524,6.7899900186681,KURAMOCHI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000525,4.536052900240209,NCIH2171,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000526,5.515069014032239,HS821T,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000527,5.168722254360655,OVISE,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000528,6.447413892046738,ABC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000529,5.462379571841023,T173,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000530,3.403267722339301,DMS114,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000531,4.303050084681673,RS5,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000532,5.890203466675639,SNU61,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000533,5.970393537914677,NCIH2004RT,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-000534,6.072320216032704,WSUDLCL2,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000535,6.083213368248981,BXPC3,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000536,6.8533719408673885,BT20,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000537,3.2047667506546134,SNU761,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000538,5.555509427083257,HUTU80,Small Bowel Cancer,Bowel,Small Bowel Cancer
ACH-000539,4.063502942306158,HS618T,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000540,5.291308859828971,HS606T,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000541,3.2234225499349374,KMS34,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000542,5.32876467228402,HEYA8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000543,4.541638734436141,SNU489,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000544,1.91456452349394,OE21,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000545,5.247927513443585,VMCUB1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000546,5.915042791371977,HSC4,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000547,5.3743439890385005,HT1197,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000548,3.6982184782244136,BHY,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000549,3.3015876466031866,SNU1076,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000550,2.9945797242157477,IGR39,Melanoma,Skin,Melanoma
ACH-000551,3.657640005207824,K562,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000552,5.857234580499787,HT29,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000553,3.448900951145128,SQ1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000554,3.4828482830684653,UACC893,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000555,5.564073255736941,A498,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000556,5.763145958149476,SIHA,Cervical Squamous Cell Carcinoma,Cervix,Cervical Squamous Cell Carcinoma
ACH-000557,3.102658131363739,AML193,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000558,6.316688823436938,A172,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000559,6.668317719915721,NCIH1836,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000560,4.269781238274379,ECC10,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000561,4.825276830054866,TDOTT,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000562,4.334139178838237,HCC78,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000563,2.855989697308481,EBC1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000564,3.6915341649192,KHM1B,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000565,3.0686708106650986,RCM1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000566,5.38646609286931,SW1710,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000567,6.8798282725483055,ST486,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000568,4.1969217338203295,UACC812,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000569,6.397289577701605,ISTMES1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-000570,6.724650271732967,YKG1,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000571,6.613236954716332,T98G,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000572,3.708187236020709,G361,Melanoma,Skin,Melanoma
ACH-000573,5.121015400961366,MDAMB436,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000574,6.41886457739032,FUOV1,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000575,3.93451650158608,HCC364,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000576,6.080870811759721,KMS27,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000577,4.049630767724601,JHH2,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000578,5.768449015180547,HCC1171,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000579,4.5496691707264905,UACC257,Melanoma,Skin,Melanoma
ACH-000580,4.993674361750585,C32,Melanoma,Skin,Melanoma
ACH-000581,6.27854238244459,SNU16,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000582,3.8104431038451754,COLO741,Melanoma,Skin,Melanoma
ACH-000583,6.587515013818194,MC116,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000584,5.418189947945766,JHOS4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000585,3.0686708106650986,EPLC272H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000586,6.708463165072116,NCIH1876,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000587,6.53013318439181,NCIH1975,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000588,6.053545817727984,KMS26,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000589,3.936402377725064,NCIH1437,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000590,4.733896605247495,NCIH2073,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000591,5.662775171937776,LN235,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000592,5.099295204337775,TM31,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000593,6.268284666520996,BC3C,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000594,5.327687364176047,DMS153,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000595,5.356848079236522,LN229,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000596,5.111448698487674,LCLC97TM1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000597,5.944155663440363,TTC709,Rhabdoid Cancer,Kidney,Rhabdoid Cancer
ACH-000598,5.112700132749362,KMS21BM,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000599,6.7564896067599705,PATU8902,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000600,5.321928094887363,SLR26,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000601,6.04176864995163,MIAPACA2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000602,6.352087577990227,M07E,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000603,4.004501392234941,BEN,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000604,5.549053029337288,KYO1,Myeloproliferative Neoplasms,Myeloid,Myeloproliferative Neoplasms
ACH-000605,6.262846542686073,TE6,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000606,6.589913260672201,PECAPJ34CLONEC12,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000607,5.418189947945766,KYM1,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000608,1.6690267655096307,COV644,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000609,2.6016965164809576,SF126,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000610,6.546740152700914,NCIH2227,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000611,6.15562781584529,SUDHL6,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000612,5.522306892871389,HUT102,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-000613,6.640534169391095,HOS,Osteosarcoma,Bone,Osteosarcoma
ACH-000614,5.82781902461732,RVH421,Melanoma,Skin,Melanoma
ACH-000615,4.539158811108031,SKMEL28,Melanoma,Skin,Melanoma
ACH-000616,3.2735158897021166,HS746T,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000617,4.921721947009604,OVCAR4,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000618,5.507160349117523,SNU1041,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000619,5.641835001555368,PECAPJ15,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000620,4.918386234446348,JHH1,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000621,3.609991295212679,MDAMB157,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000622,5.045268215138534,KNS42,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000623,6.908452669265607,SNU201,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000624,3.948600847493356,HCC1806,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ
ACH-000625,4.564378168565064,HEP3B217,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000626,4.163498732282879,U266B1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000627,5.572586549385767,LCLC103H,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000628,6.381975478557301,NCIH596,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000629,4.932628157022127,IOMMLEE,Meningothelial Tumor,CNS/Brain,Meningothelial Tumor
ACH-000630,6.848122135064285,YD8,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000631,5.634593268445757,KS1,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000632,4.028569152196771,HS944T,Melanoma,Skin,Melanoma
ACH-000633,4.704318677760831,FU97,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000634,6.360890967772036,LN340,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000635,4.82273014794452,SNU119,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000636,6.39677601078753,RPMI8402,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid,T-Lymphoblastic Leukemia/Lymphoma
ACH-000637,5.711219556894335,KYSE520,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000638,5.773205156985566,NCIH441,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000639,5.323009710612814,NCIH211,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000640,4.842476062993939,SKMEL31,Melanoma,Skin,Melanoma
ACH-000641,5.062639828286463,CMK,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000642,5.213347281733441,HMEL,Non-Cancerous,Breast,Non-Cancerous
ACH-000643,3.75702324650746,HDQP1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000644,4.94063660720115,COLO829,Melanoma,Skin,Melanoma
ACH-000645,6.544114402209474,JL1,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-000646,1.8953026213333068,OVMANA,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000647,6.136273429850582,TE1,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000648,6.014578464922892,NCIH28,Pleural Mesothelioma,Pleura,Pleural Mesothelioma
ACH-000649,3.838951766951943,786O,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000650,1.6369145803558778,IGR37,Melanoma,Skin,Melanoma
ACH-000651,5.921721947009604,SW620,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000652,4.883620816285672,SUIT2,Pancreatic Adenocarcinoma,Pancreas,Pancreatic Adenocarcinoma
ACH-000653,0.3785116232537298,JJN3,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000654,5.889716891615078,RAJI,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000655,7.218393711076788,SF268,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000656,7.464994927265429,SUDHL8,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000657,5.628190334615213,A2780,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000659,5.018812185742817,SCLC21H,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000660,6.599615348621605,SUDHL5,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000661,5.423241995973661,WM1799,Melanoma,Skin,Melanoma
ACH-000662,7.518456455824303,CORL23,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000663,4.85897561429202,OVTOKO,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000664,5.801676029253588,SUDHL1,Mature T and NK Neoplasms,Lymphoid,Mature T and NK Neoplasms
ACH-000665,2.7484612330040354,SKMES1,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000666,5.116447935511657,NCIH1355,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000667,2.140778655782796,HCC44,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000668,5.6504773698971045,HCC70,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000669,3.8972404255748,SW900,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000670,5.259649120649155,SBC5,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000671,4.854494418154875,HUH6,Hepatoblastoma,Liver,Hepatoblastoma
ACH-000672,3.0089887832272546,IALM,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000673,5.764473550992666,LN443,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000674,5.84197311892718,NUGC4,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000675,5.928607199308951,NCIH1734,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000676,5.431288654291593,LN464,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000677,5.63023071585969,SW1573,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000678,6.203396948546115,MKN7,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000679,3.612352498752662,OE19,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000680,3.344828496997441,SW948,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000681,5.135042286233651,A549,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000682,3.12267271882414,SNU1066,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000683,5.491853096329675,SNU503,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000684,3.396433531250992,KMRC1,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000685,2.9653225483672547,L33,Adenosquamous Carcinoma of the Pancreas,Pancreas,Adenosquamous Carcinoma of the Pancreas
ACH-000686,4.639810977716776,SNU878,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000687,7.3151495622563,CI1,Non-Hodgkin Lymphoma,Lymphoid,Non-Hodgkin Lymphoma
ACH-000688,4.758622982440239,OV7,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000689,5.5906618959652645,RH18,Rhabdomyosarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-000690,3.090853430451113,HCC2814,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000691,5.651051691178928,HCC2157,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000692,5.612647377658316,SNU899,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000693,5.71699089440494,KYSE180,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000694,4.207111961207714,TE9,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000695,2.933572638261024,CORL47,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000696,5.753551054600655,OVCAR8,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000697,5.460742563789644,A3KAW,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000698,5.764473550992666,DMS53,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000699,7.032100843167024,HCC1395,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000700,1.8439838440483265,NCIH2882,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000701,6.113533819591914,RMUGS,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000702,5.678916986679839,L1236,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000703,5.712320640741631,DMS79,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000704,5.4432751117658045,OAW42,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000705,5.632849830117706,LC1F,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000706,2.8196681834964554,EKVX,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000707,5.640967910449898,P3HR1,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000708,1.1243281350022014,SNU283,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000709,5.059182199211692,KMRC2,Renal Cell Carcinoma,Kidney,Renal Cell Carcinoma
ACH-000710,5.699051844016849,NCIH854,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000711,6.600804954989473,JIMT1,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000712,5.153400027735061,HCC1833,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000713,1.922197848396367,CAOV3,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000714,1.948600847493356,KMS11,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000715,5.037821465434967,SNU1214,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000716,5.334496768390418,TT2609C02,Well-Differentiated Thyroid Cancer,Thyroid,Well-Differentiated Thyroid Cancer
ACH-000717,7.117798919621298,COLO680N,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000718,4.687060688339892,NCIH2291,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000719,3.404630684217612,RMGI,Ovarian Epithelial Tumor,Ovary/Fallopian Tube,Ovarian Epithelial Tumor
ACH-000720,5.147306698780294,TCCSUP,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000721,2.927896453728821,HMC18,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000722,2.613531652917927,SNUC1,Colorectal Adenocarcinoma,Bowel,Colorectal Adenocarcinoma
ACH-000723,3.2078928516413328,YD10B,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000724,6.580899204225744,HT1376,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000725,3.05484847699562,HCC202,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ
ACH-000726,3.6915341649192,TE14,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach,Esophageal Squamous Cell Carcinoma
ACH-000728,6.470699541423689,KASUMI2,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid,B-Lymphoblastic Leukemia/Lymphoma
ACH-000729,6.368244526376844,NCIH1963,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000730,4.033863451866284,SKMEL5,Melanoma,Skin,Melanoma
ACH-000731,6.161484638641659,HCC2279,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000732,2.8298495598446904,PECAPJ41CLONED2,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000733,6.0710332444568245,NCIH1838,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000734,5.722192760895903,JHH5,Hepatocellular Carcinoma,Liver,Hepatocellular Carcinoma
ACH-000735,0.6415460290875237,PECAPJ49,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000736,6.515857501257905,SNU601,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000737,3.527320607877047,NCIH1385,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000738,7.3091579935704,GB1,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000739,4.941106310946432,HEPG2,Hepatoblastoma,Liver,Hepatoblastoma
ACH-000740,3.1651079851445365,A253,Head and Neck Squamous Cell Carcinoma,Head and Neck,Head and Neck Squamous Cell Carcinoma
ACH-000741,3.840966704487421,UBLC1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000742,3.5570424152637194,DM3,Non-Cancerous,Fibroblast,Non-Cancerous
ACH-000743,4.3729520979118295,CORL95,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000744,4.819668183496455,NCIH1623,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000745,5.400196342026577,MOLP8,Mature B-Cell Neoplasms,Lymphoid,Mature B-Cell Neoplasms
ACH-000746,5.905687848526862,GSS,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000747,4.350497247084133,NCIH1703,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000748,5.916954278953217,SJSA1,Osteosarcoma,Bone,Osteosarcoma
ACH-000749,5.350143602017798,DMS273,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000750,4.808385050656093,LOXIMVI,Melanoma,Skin,Melanoma
ACH-000751,5.66732447027863,OCIM1,Acute Myeloid Leukemia,Myeloid,Acute Myeloid Leukemia
ACH-000752,6.016362598760893,NCIH196,Lung Neuroendocrine Tumor,Lung,Lung Neuroendocrine Tumor
ACH-000753,6.221683781010973,JMSU1,Bladder Urothelial Carcinoma,Bladder/Urinary Tract,Bladder Urothelial Carcinoma
ACH-000754,5.0925457415435655,L428,Hodgkin Lymphoma,Lymphoid,Hodgkin Lymphoma
ACH-000755,4.969933274697856,HCC2218,Breast Ductal Carcinoma In Situ,Breast,Breast Ductal Carcinoma In Situ
ACH-000756,5.8529975876133165,GI1,Diffuse Glioma,CNS/Brain,Diffuse Glioma
ACH-000757,4.111865963867557,A427,Non-Small Cell Lung Cancer,Lung,Non-Small Cell Lung Cancer
ACH-000758,7.261060621633375,MKN74,Esophagogastric Adenocarcinoma,Esophagus/Stomach,Esophagogastric Adenocarcinoma
ACH-000759,4.000901402741532,MDAMB175VII,Invasive Breast Carcinoma,Breast,Invasive Breast Carcinoma
ACH-000760,5.043956872790206,LNZ308,Diffuse Glioma,CNS/Brain,Diffuse Glioma
